week_ending,state_name,country_code,location_desc,begin_code,zip_5,county_ansi,state_alpha,util_practice_desc,domain_desc,asd_desc,freq_desc,prodn_practice_desc,end_code,sector_desc,short_desc,country_name,Value,reference_period_desc,CV (%),class_desc,asd_code,agg_level_desc,county_name,region_desc,watershed_desc,state_ansi,congr_district_code,domaincat_desc,state_fips_code,group_desc,watershed_code,unit_desc,source_desc,load_time,county_code,statisticcat_desc,commodity_desc,year
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,FRESH MARKET,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",UNITED STATES,769600,YEAR,,"34 MAJOR, VARIES BY SEASON",,STATE,,,,06,,NOT SPECIFIED,06,VEGETABLES,00000000,ACRES,SURVEY,2014-11-07 09:54:31,,AREA PLANTED,VEGETABLE TOTALS,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,BARLEY - ACRES PLANTED,UNITED STATES,9e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,BARLEY,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,CORN - ACRES PLANTED,UNITED STATES,55e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-03 15:08:31,,AREA PLANTED,CORN,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,COTTON - ACRES PLANTED,UNITED STATES,19e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,COTTON,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,OATS - ACRES PLANTED,UNITED STATES,25e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,OATS,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,RICE - ACRES PLANTED,UNITED STATES,561e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,RICE,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SAFFLOWER - ACRES PLANTED,UNITED STATES,59e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SAFFLOWER,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUGARBEETS - ACRES PLANTED,UNITED STATES,25300,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,SUGARBEETS,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUNFLOWER - ACRES PLANTED,UNITED STATES,42e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SUNFLOWER,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,WHEAT - ACRES PLANTED,UNITED STATES,81e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,WHEAT,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"BEANS, DRY EDIBLE - ACRES PLANTED",UNITED STATES,71e3,YEAR,,DRY EDIBLE,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,BEANS,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,FRESH MARKET,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",UNITED STATES,749100,YEAR,,"34 MAJOR, VARIES BY SEASON",,STATE,,,,06,,NOT SPECIFIED,06,VEGETABLES,00000000,ACRES,SURVEY,2014-11-07 09:54:31,,AREA PLANTED,VEGETABLE TOTALS,2009
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,BARLEY - ACRES PLANTED,UNITED STATES,11e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,BARLEY,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,CORN - ACRES PLANTED,UNITED STATES,61e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-03 15:08:31,,AREA PLANTED,CORN,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,COTTON - ACRES PLANTED,UNITED STATES,306e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,COTTON,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,OATS - ACRES PLANTED,UNITED STATES,21e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,OATS,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,RICE - ACRES PLANTED,UNITED STATES,558e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,RICE,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SAFFLOWER - ACRES PLANTED,UNITED STATES,56e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SAFFLOWER,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUGARBEETS - ACRES PLANTED,UNITED STATES,25600,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,SUGARBEETS,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUNFLOWER - ACRES PLANTED,UNITED STATES,34e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SUNFLOWER,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,WHEAT - ACRES PLANTED,UNITED STATES,765e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,WHEAT,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"BEANS, DRY EDIBLE - ACRES PLANTED",UNITED STATES,63500,YEAR,,DRY EDIBLE,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,BEANS,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,FRESH MARKET,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",UNITED STATES,756100,YEAR,,"34 MAJOR, VARIES BY SEASON",,STATE,,,,06,,NOT SPECIFIED,06,VEGETABLES,00000000,ACRES,SURVEY,2014-11-07 09:54:31,,AREA PLANTED,VEGETABLE TOTALS,2010
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,BARLEY - ACRES PLANTED,UNITED STATES,1e5,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,BARLEY,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,CORN - ACRES PLANTED,UNITED STATES,63e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-03 15:08:31,,AREA PLANTED,CORN,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,COTTON - ACRES PLANTED,UNITED STATES,456e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,COTTON,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,OATS - ACRES PLANTED,UNITED STATES,18e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,OATS,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,RICE - ACRES PLANTED,UNITED STATES,585e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,RICE,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SAFFLOWER - ACRES PLANTED,UNITED STATES,57e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SAFFLOWER,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUGARBEETS - ACRES PLANTED,UNITED STATES,25200,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,SUGARBEETS,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUNFLOWER - ACRES PLANTED,UNITED STATES,44e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SUNFLOWER,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,WHEAT - ACRES PLANTED,UNITED STATES,775e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,WHEAT,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"BEANS, DRY EDIBLE - ACRES PLANTED",UNITED STATES,57500,YEAR,,DRY EDIBLE,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,BEANS,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,FRESH MARKET,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",UNITED STATES,738900,YEAR,,"34 MAJOR, VARIES BY SEASON",,STATE,,,,06,,NOT SPECIFIED,06,VEGETABLES,00000000,ACRES,SURVEY,2014-11-07 09:54:31,,AREA PLANTED,VEGETABLE TOTALS,2011
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,BARLEY - ACRES PLANTED,UNITED STATES,12e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,BARLEY,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,CORN - ACRES PLANTED,UNITED STATES,64e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-03 15:08:31,,AREA PLANTED,CORN,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,COTTON - ACRES PLANTED,UNITED STATES,367e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,COTTON,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,OATS - ACRES PLANTED,UNITED STATES,18e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-02 15:00:27,,AREA PLANTED,OATS,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,RICE - ACRES PLANTED,UNITED STATES,562e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-04 15:00:29,,AREA PLANTED,RICE,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SAFFLOWER - ACRES PLANTED,UNITED STATES,53e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SAFFLOWER,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUGARBEETS - ACRES PLANTED,UNITED STATES,24500,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,SUGARBEETS,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUNFLOWER - ACRES PLANTED,UNITED STATES,50800,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SUNFLOWER,2012
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,WHEAT - ACRES PLANTED,UNITED STATES,715e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,WHEAT,2012
