group,time,watertype,wetlands,rice,corn,other,incentives,br_fall,br_spring,whep_fall,whep_vardd
2013-14,51,open,3484.439132912762,0,0,0,87.70360777807005,0,0,87.70360777807005,0
2013-14,52,open,3639.9089667760054,0,0,0,85.61542664049696,0,0,85.61542664049696,0
2013-14,53,open,3806.687860461707,0,0,0,83.52724550292386,0,0,83.52724550292386,0
2013-14,54,open,3985.386043097167,0,0,0,81.43906436535076,0,0,81.43906436535076,0
2013-14,55,open,4176.615975193679,0,0,0,79.35088322777767,0,0,79.35088322777767,0
2013-14,56,open,4381.003006125897,0,0,0,77.26270209020457,0,0,77.26270209020457,0
2013-14,57,open,4599.182219211209,0,0,0,75.17452095263147,0,0,75.17452095263147,0
2013-14,58,open,4831.773984107991,0,0,0,73.08633981505838,0,0,73.08633981505838,0
2013-14,59,open,5079.375129399985,0,0,0,70.99815867748528,0,0,70.99815867748528,0
2013-14,60,open,5342.563331717717,0,0,0,68.90997753991218,0,0,68.90997753991218,0
2013-14,61,open,5621.878790852406,0,0,0,66.82179640233909,0,0,66.82179640233909,0
2013-14,62,open,5917.81361116961,0,0,0,64.73361526476599,0,0,64.73361526476599,0
2013-14,63,open,6230.811444051146,791.6575820887675,853.4116492310376,13664.81154495667,62.64543412719289,0,0,62.64543412719289,0
2013-14,64,open,6561.258212389956,810.7055213994909,854.8101081020077,13699.6417828062,60.5572529896198,0,0,60.5572529896198,0
2013-14,65,open,6909.4677281981985,832.387899150022,856.3233101822951,13734.55930631211,58.469071852046696,0,0,58.469071852046696,0
2013-14,66,open,7275.671134101258,856.8965424498225,857.9753672758054,13769.5643265946,56.3808907144736,0,0,56.3808907144736,0
2013-14,67,open,7660.00682373464,884.4499673681902,859.7908176097901,13804.657055245243,54.292709576900506,0,0,54.292709576900506,0
2013-14,68,open,8062.514215686535,915.2910997054059,861.7952312198447,13839.837704328365,52.20452843932741,0,0,52.20452843932741,0
2013-14,69,open,8483.116255319477,949.6951867254627,864.0147058730091,13875.106486381652,50.11634730175432,0,0,50.11634730175432,0
2013-14,70,open,8921.610616563083,987.9733941935168,866.4758618957368,13910.46361441739,48.028166164181215,0,0,48.028166164181215,0
2013-14,71,open,9377.676053200472,1030.4707561943048,869.206277557649,13945.909301922527,45.93998502660812,0,0,45.93998502660812,0
2013-14,72,open,9850.848668410503,1077.5760469422792,872.2342059789347,13981.443762860366,43.851803889035025,0,0,43.851803889035025,0
2013-14,73,open,10340.516891095322,1129.7268519087875,875.5885901227276,14017.067211670965,41.763622751461924,0,0,41.763622751461924,0
2013-14,74,open,10845.955579835816,1187.4055812460376,879.2993311924832,14052.779863272282,39.675441613888836,0,0,39.675441613888836,0
2013-14,75,open,11366.332820712827,1251.143404406051,883.3973224883229,14088.58193306046,37.587260476315734,0,0,37.587260476315734,0
2013-14,76,open,11900.684281024478,1321.5323970217,887.9144218184314,14124.473636911542,35.49907933874263,0,0,35.49907933874263,0
2013-14,77,open,12447.961742300628,1399.22337796023,892.8834081060058,14160.45519118148,33.410898201169545,0,0,33.410898201169545,0
2013-14,78,open,13007.04879231853,1484.9303031651057,898.3380363478957,14196.526812707638,31.322717063596443,0,0,31.322717063596443,0
2013-14,79,open,13576.71134255441,1579.4471116695672,904.3133952666178,14232.68871880927,29.234535926023355,0,0,29.234535926023355,0
2013-14,80,open,14155.586695313947,1683.6558180414884,910.8459886946546,14268.941127288539,27.146354788450253,0,0,27.146354788450253,0
2013-14,81,open,14742.18847439557,1798.5249015760169,917.9734729610151,14305.284256431252,25.05817365087715,0,0,25.05817365087715,0
2013-14,82,open,15334.913161897886,1925.1260244947907,925.735279232165,14341.718325007856,22.969992513304064,0,0,22.969992513304064,0
2013-14,83,open,15932.072025278367,2064.643670092234,934.1727333231809,14378.24355227435,20.881811375730962,0,0,20.881811375730962,0
2013-14,84,open,16531.977349228506,2218.373575576842,943.3285546336149,14414.860157972797,18.79363023815786,0,0,18.79363023815786,0
2013-14,85,open,17132.890055355696,2387.741198065166,953.2477904839187,14451.568362332799,16.705449100584772,0,0,16.705449100584772,0
2013-14,86,open,17733.0349816529,2574.3122490968253,963.9779820378445,14488.36838607151,14.61726796301167,0,0,14.61726796301167,0
2013-14,87,open,18330.698878820356,2779.7904469475184,975.5684166409134,14525.260450395293,12.529086825438569,0,0,12.529086825438569,0
2013-14,88,open,18924.1680402927,3006.0363065996553,988.071389687163,14562.244777000218,10.440905687865481,0,0,10.440905687865481,0
2013-14,89,open,19511.71240039994,3255.0770380725653,1001.5424260032493,14599.321588072893,8.352724550292379,0,0,8.352724550292379,0
2013-14,90,open,20091.62568727742,3529.0981679845627,1016.0388097325592,14636.491106291456,6.264543412719291,0,0,6.264543412719291,0
2013-14,91,open,20662.33002357596,3830.4451710640346,1031.6197187662865,14673.753554826413,4.1763622751461895,0,0,4.1763622751461895,0
2013-14,92,open,21222.33179540103,4161.636325984627,1048.3478111522381,14711.109157341216,2.0881811375730877,0,0,2.0881811375730877,0
2013-14,93,open,21770.32666533137,4525.351442210755,1066.28782154167,14748.558137993754,0,0,0,0,0
2013-14,94,open,22305.21518856537,4924.425041100942,1085.5066753806368,14786.100721436604,0,0,0,0,0
2013-14,95,open,22825.989073078057,5361.85098175082,1106.0760265446343,14823.73713281811,0,0,0,0,0
2013-14,96,open,23331.73261152094,5840.772525302778,1128.0725788436214,14861.467597783392,0,0,0,0,0
2013-14,97,open,23821.71661849449,6364.456945176766,1151.5764143979575,14899.292342475064,0,0,0,0,0
2013-14,98,open,24295.311754782408,6936.27864818058,1176.6733555752157,14937.21159353393,0,0,0,0,0
2013-14,99,open,24751.985135518375,7559.691655866981,1203.4553583230695,14975.225578100375,0,0,0,0,0
2013-14,100,open,25191.384237669634,8238.190204426188,1232.0185668537129,15013.334523814541,0,0,0,0,0
2013-14,101,open,25613.25278135291,8975.265594648254,1262.4660258918536,15051.538658817817,0,0,0,0,0
2013-14,102,open,26017.423871827,9774.355984293898,1294.9081527716821,15089.838211753255,0,0,0,0,0
2013-14,103,open,26403.89146205049,10638.793137140106,1329.4605205799005,15128.233411766563,0,0,0,0,0
2013-14,104,open,26772.734021566815,11571.727425023138,1366.2469155764234,15166.724488507276,0,0,0,0,0
2013-14,105,open,27124.10566713452,12576.05452417969,1405.3998922526876,15205.311672129083,0,0,0,0,0
2013-14,106,open,27458.311935213686,13654.365276216207,1447.0572523408555,15243.995193291239,0,0,0,0,0
2013-14,107,open,27775.80231425095,14808.87403165615,1491.3620651354063,15282.775283158808,0,0,0,0,0
2013-14,108,open,28077.10571531396,16041.31378742804,1538.4659285208886,15321.652173404249,0,0,0,0,0
2013-14,109,open,28362.866169001863,17352.900060258668,1588.5259547746525,15360.626096207672,0,0,0,0,0
2013-14,110,open,28633.833924173523,18744.268094110506,1641.7046138141889,15399.69728425806,0,0,0,0,0
2013-14,111,open,28890.807233193183,20215.335255596387,1698.1742994733327,15438.865970754034,0,0,0,0,0
2013-14,112,open,29134.622524946786,21765.22799493237,1758.117793077791,15478.132389404604,0,0,0,0,0
2013-14,113,open,29366.17291868572,23392.299008097612,1821.7249173691146,15517.496774430234,0,0,0,0,0
2013-14,114,open,29586.38321539983,25094.00517485421,1889.1961937413053,15556.959360563676,0,0,0,0,0
2013-14,115,open,29796.200987325567,26866.871013063024,1960.743256814266,15596.520383050642,0,0,0,0,0
2013-14,116,open,29996.598038798867,28706.586058620112,2036.5852059165143,15636.180077650799,0,0,0,0,0
2013-14,117,open,30188.564084891077,30607.902583916588,2116.952273248393,15675.93868063892,0,0,0,0,0
2013-14,118,open,30373.098936103703,32564.654022553732,2202.0861272093516,15715.79642880506,0,0,0,0,0
2013-14,119,open,30551.19732551095,34569.9497122736,2292.2359396604,15755.753559456061,0,0,0,0,0
2013-14,120,open,30723.860672993073,36616.09597200873,2387.6619055794513,15795.81031041635,0,0,0,0,0
2013-14,121,open,30892.090448349176,38694.670345903796,2488.6353556339204,15835.966920028386,0,0,0,0,0
2013-14,122,open,31056.846058585557,40796.875935226635,2595.4332924204064,15876.223627153891,0,0,0,0,0
2013-14,123,open,31219.038681164475,42913.69720080116,2708.3372654368995,15916.580671174686,0,0,0,0,0
2013-14,124,open,31379.560022674927,45035.84086834064,2827.636213369666,15957.038291993433,11970.161672163655,0,0,0,11970.161672163655
2013-14,125,open,31539.233658533416,47154.09555956369,2953.621915119975,15997.596730034542,11970.161672163655,0,0,0,11970.161672163655
2013-14,126,open,31698.81001785324,49259.493581564864,3086.5873446690666,16038.256226245023,11970.161672163655,0,0,0,11970.161672163655
2013-14,127,open,31859.0278312159,51343.12620548489,3226.8297838585086,16079.01702209563,11970.161672163655,0,0,0,11970.161672163655
2013-14,128,open,32020.61034381506,53396.23836060025,3374.6497691269965,16119.879359581277,11970.161672163655,0,0,0,11970.161672163655
2013-14,129,open,32184.206832523178,55410.58447042205,3530.3463407852396,16160.843481222046,11970.161672163655,0,0,0,11970.161672163655
2013-14,130,open,32350.450144350045,57378.260421333594,3694.2179669971824,16201.909630064334,11970.161672163655,0,0,0,11970.161672163655
2013-14,131,open,32519.95405220292,59291.76496060381,3866.560927088428,16243.078049681368,11970.161672163655,0,0,0,11970.161672163655
2013-14,132,open,32693.24750875107,61144.334729741386,4047.6647275981795,16284.348984174434,11970.161672163655,0,0,0,11970.161672163655
2013-14,133,open,32870.839525671734,62929.72091202734,4237.811683550462,16325.722678173139,11970.161672163655,0,0,0,11970.161672163655
2013-14,134,open,33053.217651631996,64642.211163560874,4437.274711478219,16367.19937683706,11970.161672163655,0,0,0,11970.161672163655
2013-14,135,open,33240.77822505338,66276.93094930846,4646.313254397502,16408.77932585592,11970.161672163655,0,0,0,11970.161672163655
2013-14,136,open,33433.89520691281,67829.57878796707,4865.171264173505,16450.462771451006,11970.161672163655,0,0,0,11970.161672163655
2013-14,137,open,33632.919759993485,69296.41494590021,5094.0744580395185,16492.24996037564,11970.161672163655,0,0,0,11970.161672163655
2013-14,138,open,33838.086786151805,70674.61623062404,5333.227508282781,16534.14113991611,11970.161672163655,0,0,0,11970.161672163655
2013-14,139,open,34049.514726348614,71962.26822459688,5582.811190914722,16576.13655789277,11970.161672163655,0,0,0,11970.161672163655
2013-14,140,open,34267.275254840126,73158.07341945791,5842.978599622471,16618.236462660738,11970.161672163655,0,0,0,11970.161672163655
2013-14,141,open,34491.32707674252,74261.57182704883,6113.854343644779,16660.441103110697,11970.161672163655,0,0,0,11970.161672163655
2013-14,142,open,34721.516937509776,75273.10964498817,6395.532054449079,16702.750728669922,11970.161672163655,0,0,0,11970.161672163655
2013-14,143,open,34957.66692661938,76193.4774113736,6688.0675032833315,16745.165589302913,11970.161672163655,0,0,0,11970.161672163655
2013-14,144,open,35199.57668028485,77023.86222928773,6991.4754821286215,16787.68593551252,11970.161672163655,0,0,0,11970.161672163655
2013-14,145,open,35446.96478793319,77766.03018555358,7305.731557826241,16830.312018340785,11970.161672163655,0,0,0,11970.161672163655
2013-14,146,open,35699.52698965772,78422.08072991253,7630.764013206897,16873.044089369523,11970.161672163655,0,0,0,11970.161672163655
2013-14,147,open,35956.939398173025,78994.40222468488,7966.451101167618,16915.882400721577,11970.161672163655,0,0,0,11970.161672163655
2013-14,148,open,36218.80969207871,79485.82151757034,8312.626018913727,16958.82720506138,11970.161672163655,0,0,0,11970.161672163655
2013-14,149,open,36484.72601594605,79899.40184046542,8669.067173637117,17001.878755595968,11970.161672163655,0,0,0,11970.161672163655
2013-14,150,open,36754.261067018066,80238.40382187048,9035.496206235006,17045.03730607572,11970.161672163655,0,0,0,11970.161672163655
2013-14,151,open,37026.935075934045,80506.39764653704,9411.586776021186,17088.303110795434,11970.161672163655,0,0,0,11970.161672163655
2013-14,152,open,37302.253438696534,80707.1105067492,9796.953372068292,17131.676424595087,11970.161672163655,0,0,0,11970.161672163655
2013-14,153,open,37579.71143600674,80844.39283611458,10191.150445759733,17175.157502860482,11970.161672163655,0,0,0,11970.161672163655
2013-14,154,open,37858.76359232548,80922.31149908486,10593.690102386805,17218.746601524508,23940.32334432731,0,0,0,23940.32334432731
2013-14,155,open,38138.82867495284,80945.11915551116,11004.04527430687,17262.443977067713,23940.32334432731,0,0,0,23940.32334432731
2013-14,156,open,38419.314797944106,80917.15508308724,11421.638210659008,17306.24988651922,23940.32334432731,0,0,0,23940.32334432731
2013-14,157,open,38699.613499657586,80842.85256097025,11845.858743005963,17350.16458745773,23940.32334432731,0,0,0,23940.32334432731
2013-14,158,open,38979.10489175611,80726.71120388729,12276.069110330267,17394.18833801217,23940.32334432731,0,0,0,23940.32334432731
2013-14,159,open,39257.16860757657,80573.2558302449,12711.585348036755,17438.321396862782,23940.32334432731,0,0,0,23940.32334432731
2013-14,160,open,39533.188791228415,80387.01093937871,13151.679354725213,17482.56402324171,23940.32334432731,0,0,0,23940.32334432731
2013-14,161,open,39806.56112954517,80172.46203979319,13595.600503801421,17526.916476934155,23940.32334432731,0,0,0,23940.32334432731
2013-14,162,open,40076.68697578403,79934.07981245728,14042.56114301933,17571.37901827896,23940.32334432731,0,0,0,23940.32334432731
2013-14,163,open,40342.977832487275,79676.29783225612,14491.739438618502,17615.95190816984,23940.32334432731,0,0,0,23940.32334432731
2013-14,164,open,40604.874080983325,79403.42795924805,14942.303190856668,17660.635408055663,23940.32334432731,0,0,0,23940.32334432731
2013-14,165,open,40861.82694829123,79119.73630122577,15393.394717198284,17705.429779942,23940.32334432731,0,0,0,23940.32334432731
2013-14,166,open,41113.30218468649,78829.42452245443,15844.134077974591,17750.335286391455,23940.32334432731,0,0,0,23940.32334432731
2013-14,167,open,41358.80867482528,78536.5020364839,16293.643835826495,17795.35219052461,23940.32334432731,0,0,0,23940.32334432731
2013-14,168,open,41597.869917844364,78244.91112885321,16741.033663990063,17840.48075602115,23940.32334432731,0,0,0,23940.32334432731
2013-14,169,open,41830.026690512386,77958.51227295923,17185.403517986575,17885.721247120557,23940.32334432731,0,0,0,23940.32334432731
2013-14,170,open,42054.886086579456,77680.85659999946,17625.874543193055,17931.07392862283,23940.32334432731,0,0,0,23940.32334432731
2013-14,171,open,42272.12307369293,77415.17583926453,18061.594692738472,17976.53906588959,23940.32334432731,0,0,0,23940.32334432731
2013-14,172,open,42481.44331769831,77164.5540563002,18491.723400703566,18022.116924844646,23940.32334432731,0,0,0,23940.32334432731
2013-14,173,open,42682.62581642957,76931.71358919605,18915.453559878108,18067.807771975156,23940.32334432731,0,0,0,23940.32334432731
2013-14,174,open,42875.52328072178,76719.00860704647,19332.015745087407,18113.61187433239,23940.32334432731,0,0,0,23940.32334432731
2013-14,175,open,43060.00486652832,76528.71454887991,19740.65785802064,18159.52949953237,23940.32334432731,0,0,0,23940.32334432731
2013-14,176,open,43235.956305409665,76363.02147746082,20140.646468139308,18205.560915756978,23940.32334432731,0,0,0,23940.32334432731
2013-14,177,open,43403.32360721842,76223.79180911866,20531.284666776028,18251.706391754844,23940.32334432731,0,0,0,23940.32334432731
2013-14,178,open,43562.06827300774,76112.81095237134,20911.899406560784,18297.96619684177,23940.32334432731,0,0,0,23940.32334432731
2013-14,179,open,43712.16650762536,76031.78308212203,21281.841958108755,18344.34060090224,23940.32334432731,0,0,0,23940.32334432731
2013-14,180,open,43853.651600887,75982.06560932883,21640.50159186142,18390.829874389634,23940.32334432731,0,0,0,23940.32334432731
2013-14,181,open,43986.57060395308,75964.94195891835,21987.295337836505,18437.43428832751,23940.32334432731,0,0,0,23940.32334432731
2013-14,182,open,44110.982745648565,75981.61913021198,22321.667664314038,18484.15411431025,23940.32334432731,0,0,0,23940.32334432731
2013-14,183,open,44226.99792999706,76032.94526387459,22643.099590228154,18530.989624503978,23940.32334432731,0,0,0,23940.32334432731
2013-14,184,open,44334.73756102065,76119.69632343051,22951.1014630205,18577.94109164746,23940.32334432731,0,0,0,23940.32334432731
2013-14,185,open,44434.33228800563,76242.57496178275,23245.212058332192,18625.00878905279,23940.32334432731,0,0,0,23940.32334432731
2013-14,186,open,44525.964268532625,76401.8206304111,23525.00403324401,18672.192990606294,23940.32334432731,0,0,0,23940.32334432731
2013-14,187,open,44609.87336859948,76597.10957617838,23790.083486355285,18719.493970769683,23940.32334432731,0,0,0,23940.32334432731
2013-14,188,open,44686.343367901456,76827.64914359793,24040.087462420634,18766.91200458024,23940.32334432731,0,0,0,23940.32334432731
2013-14,189,open,44755.671831909654,77092.46814579197,24274.68116244433,18814.447367652367,23940.32334432731,0,0,0,23940.32334432731
2013-14,190,open,44818.182151140114,77390.22072837647,24493.556338968196,18862.10033617795,23940.32334432731,0,0,0,23940.32334432731
2013-14,191,open,44874.2025756791,77719.47058145032,24696.431997136886,18909.871186927423,23940.32334432731,0,0,0,23940.32334432731
2013-14,192,open,44924.06297626684,78078.69153937857,24883.053078084362,18957.76019725059,23940.32334432731,0,0,0,23940.32334432731
2013-14,193,open,44968.10587223011,78465.98612465012,25053.18599229719,19005.767645077383,23940.32334432731,0,0,0,23940.32334432731
2013-14,194,open,45006.67692874769,78879.26843717198,25206.620432973443,19053.893808918783,23940.32334432731,0,0,0,23940.32334432731
2013-14,195,open,45040.12523905729,79316.0038127534,25343.162415607472,19102.138967867544,23940.32334432731,0,0,0,23940.32334432731
2013-14,196,open,45068.799857286576,79773.20971881012,25462.633171467474,19150.503401599213,23940.32334432731,0,0,0,23940.32334432731
2013-14,197,open,45093.048644782,80247.79071830484,25564.87724570394,19198.987390372946,23940.32334432731,0,0,0,23940.32334432731
2013-14,198,open,45113.214831771664,80736.54647771151,25649.761865942677,19247.591215031927,23940.32334432731,0,0,0,23940.32334432731
2013-14,199,open,45129.626457041464,81235.9473927096,25717.1689413282,19296.315157005032,23940.32334432731,0,0,0,23940.32334432731
2013-14,200,open,45142.60723902929,81742.35219283497,25767.002655474917,19345.15949830674,23940.32334432731,0,0,0,23940.32334432731
2013-14,201,open,45152.473323237995,82252.0215505722,25799.189350142035,19394.124521538797,23940.32334432731,0,0,0,23940.32334432731
2013-14,202,open,45159.50454369249,82760.8845314245,25813.667048438063,19443.210509890218,23940.32334432731,0,0,0,23940.32334432731
2013-14,203,open,45163.93243246476,83264.50474902349,25810.38329121635,19492.417747139025,23940.32334432731,0,0,0,23940.32334432731
2013-14,204,open,45165.94430862121,83758.15670288331,25789.298262945264,19541.746517652253,23940.32334432731,0,0,0,23940.32334432731
2013-14,205,open,45165.70752340891,84236.99114789415,25750.392751623862,19591.197106387437,23940.32334432731,0,0,0,23940.32334432731
2013-14,206,open,45163.34621684196,84695.97894414107,25693.664834625328,19640.76979889279,23940.32334432731,0,0,0,23940.32334432731
2013-14,207,open,45158.97362197933,85130.02374765364,25619.1362068416,19690.464881308682,23940.32334432731,0,0,0,23940.32334432731
2013-14,208,open,45152.68999887528,85533.98862923322,25526.853478579444,19740.282640368157,23940.32334432731,0,0,0,23940.32334432731
2013-14,209,open,45144.54409955314,85902.65610474983,25416.88541467082,19790.223363397574,23940.32334432731,0,0,0,23940.32334432731
2013-14,210,open,45134.55791293371,86230.78100650823,25289.32630872737,19840.287338317787,23940.32334432731,0,0,0,23940.32334432731
2013-14,211,open,45122.683944404795,86513.11877022657,25144.297034280873,19890.474853644817,23940.32334432731,0,0,0,23940.32334432731
2013-14,212,open,45108.804169715746,86744.45693586011,24981.946880018455,19940.78619849065,23940.32334432731,0,0,0,23940.32334432731
2013-14,213,open,45092.78621331073,86919.6041250077,24802.453499011244,19991.221662564007,23940.32334432731,0,0,0,23940.32334432731
2013-14,214,open,45074.48291904671,87033.42332532183,24606.024887947955,20041.781536171355,23940.32334432731,0,0,0,23940.32334432731
2013-14,215,open,45053.6886797646,87080.93404968691,24392.905068704593,20092.466110217534,23940.32334432731,0,0,0,23940.32334432731
2013-14,216,open,45030.18295717643,87057.23242498761,24163.368964284415,20143.275676206697,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,217,open,45003.73075213657,86957.52755262847,23917.724381993587,20194.210526242972,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,218,open,44974.02688678952,86777.38006391872,23656.326535498454,20245.270953031606,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,219,open,44940.68385441156,86512.8099142161,23379.58390520025,20296.457249879324,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,220,open,44903.24704714786,86160.28075088818,23087.955602442406,20347.769710695557,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,221,open,44861.235642779815,85716.53099472438,22781.938308003806,20399.208629993023,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,222,open,44814.11993022509,85178.77621700754,22462.07791254618,20450.774302888567,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,223,open,44761.35653011569,84544.47769921257,22128.95086687813,20502.467025103982,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,224,open,44702.39070765241,83811.38796494721,21783.164800289585,20554.287092966762,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,225,open,44636.62827741522,82977.88919665408,21425.3787229017,20606.234803411262,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,226,open,44563.455824806726,82042.82350621327,21056.286941429433,20658.31045397895,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,227,open,44482.22220160905,81005.88331867495,20676.64233630699,20710.51434281956,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,228,open,44392.24152069767,79867.64787181745,20287.253330460946,20762.846768691772,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,229,open,44292.817702181375,78629.13097727741,19888.946163539942,20815.30803096411,27832.13808536032,0,3891.8147410330107,0,23940.32334432731
2013-14,230,open,44183.24787387584,77291.82383397398,19482.56328724109,20867.898429615776,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,231,open,44062.8155008032,75858.11359952504,19068.988057808725,20920.618265237168,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,232,open,43930.79648056528,74330.90443657275,18649.111760228472,20973.467839031004,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,233,open,43786.46296922113,72713.64671096554,18223.831037328484,21026.447452812936,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,234,open,43629.09246200867,71010.8946085336,17794.083160236132,21079.557409012454,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,235,open,43457.97676701774,69228.42221447061,17360.849065811624,21132.798010673538,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,236,open,43272.42442449498,67373.04248563433,16925.13578702881,21186.169561455594,21847.057249278492,0,3891.8147410330107,0,17955.242508245483
2013-14,237,open,43071.75085048031,65452.14726519034,16487.940335982064,21239.672365634095,15861.976413196666,0,3891.8147410330107,0,11970.161672163655
2013-14,238,open,42855.2967880415,63473.9221591968,16050.263795145129,21293.306728101514,15861.976413196666,0,3891.8147410330107,0,11970.161672163655
2013-14,239,open,42622.406328313766,61446.87174758896,15613.07645397179,21347.07295436805,15861.976413196666,0,3891.8147410330107,0,11970.161672163655
2013-14,240,open,42372.43176759107,59379.753251421076,15177.31408390948,21400.971350562322,15861.976413196666,0,3891.8147410330107,0,11970.161672163655
